id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2483759,"Centrally-located, Walk Anywhere!",12707660,Rob,,Western Addition,37.77703,-122.44039,Private room,101,1,158,2021-07-19,3.48,2,344
2486953,1906 Victorian in Noe Valley!,12726391,Vincent,,Noe Valley,37.75322,-122.43647,Entire home/apt,287,3,136,2021-07-11,1.61,1,321
2496086,"view, view and view.",12776533,Victor,,Excelsior,37.72787,-122.42126,Entire home/apt,200,3,254,2021-07-24,3.24,1,306
2496460,Golden Gate Park Home with Rose Garden,5124168,Melissa,,Inner Richmond,37.7744,-122.47485,Entire home/apt,248,7,3,2019-12-27,0.16,3,63
2500662,Art House in Bernal Heights,12798954,Anya,,Bernal Heights,37.73865,-122.41431,Entire home/apt,265,5,4,2014-10-02,0.05,2,118
2503408,"Open, airy Pacific Heights 1 BR with Bay Views",2378871,Leynete,,Pacific Heights,37.79549,-122.4278,Entire home/apt,220,30,40,2021-08-02,0.54,1,0
2510224,BR+Balcony in Artistic Sanctuary :),12849180,Sahar,,Twin Peaks,37.74682,-122.45398,Private room,80,30,23,2019-11-03,0.30,4,89
2516026,Gorges Marina  SF house three bedrooms.,12678886,Eugenia,,Marina,37.80299,-122.43843,Entire home/apt,695,2,30,2021-07-24,0.41,1,274
2518781,Stylish Spacious Garden Master Bedroom w/ en Suite,672097,Christopher Scott,,Bernal Heights,37.74199,-122.42103,Entire home/apt,145,5,438,2021-06-17,9.15,1,64
2521327,"Spacious 1BR/BA, Discount for >30 day stay",12908133,Jonelle,,Bayview,37.73024,-122.38769,Entire home/apt,82,2,24,2019-07-14,0.50,1,344
2526148,Safe+Clean+FreeParking+3 Bath:Magic Room/Park View,5565510,Lulu,,West of Twin Peaks,37.73554,-122.46471,Private room,37,14,81,2021-07-28,0.98,5,61
2538807,Cozy live/work suite in safe area by Metro subway,783438,Phil,,West of Twin Peaks,37.74193,-122.46531,Entire home/apt,126,5,277,2021-07-20,3.12,2,137
2539953,"Unique home. SF, Noe Valley",13005900,Olivier And Alexandra,,Noe Valley,37.74292,-122.43302,Entire home/apt,495,30,136,2020-03-15,1.58,1,0
2545771,"City Retreat with Patio, Firepit and Wooden Hottub",5739451,Daniel,,Bernal Heights,37.73418,-122.41104,Entire home/apt,495,3,19,2020-11-29,0.25,1,0
2551994,Stunning Views from a Modern Home near Dolores Park,1035201,Joy & Peter,,Castro/Upper Market,37.76211,-122.43001,Entire home/apt,185,30,63,2018-01-02,0.73,1,125
2558763,Gorgeous New Victorian 2BR 1.5BA,467394,Jeannie,,Marina,37.80132,-122.43092,Entire home/apt,200,30,64,2021-07-07,0.86,1,365
2559297,Entire 2BR w/pkg centrally-located!,12707660,Rob,,Western Addition,37.77698,-122.44192,Entire home/apt,239,2,40,2021-06-20,0.47,2,309
2562034,"Contact-less  Sanctuary, Parking, Walk to SF State",4940456,Christine,,Ocean View,37.72263,-122.46759,Entire home/apt,121,30,46,2021-06-01,0.92,1,158
2564006,"Big Contemporary Studio - 30 Night Min-$3,000",40148,Patricia,,Nob Hill,37.79249,-122.41493,Entire home/apt,100,30,17,2018-04-14,0.20,4,156
2564140,Colorful  View Apt-30 Night Minimum-$4800 a month,40148,Patricia,,Nob Hill,37.79461,-122.41423,Entire home/apt,157,30,20,2018-07-31,0.23,4,365
2594715,"3 bedrooms 2 baths, nr BART, SFSU",9080666,Sandy,,Ocean View,37.72209,-122.45024,Entire home/apt,125,30,4,2021-01-01,0.05,12,337
2611820,Prime Mission 2 Bedrm MCM Decor 4 Blocks to BART,101521,Red,,Mission,37.75954,-122.4215,Entire home/apt,334,1,21,2021-07-16,0.24,1,163
2620371,Prime Location  1 Bedroom Apartment,216682,Jay,,Pacific Heights,37.79187,-122.4243,Entire home/apt,116,30,15,2021-07-03,0.17,9,301
2620499,"2-level condo, garden, great views",3010591,Antoni,,Potrero Hill,37.76182,-122.40388,Entire home/apt,275,30,0,,,1,90
2636716,Studio Apt- Close to Everything,4437415,Mario,,Pacific Heights,37.7937,-122.42497,Entire home/apt,160,30,21,2017-05-24,0.32,1,0
2645189,Sunny 1BR Victorian Flat 30+ Day Stays,6339469,Paul,,Mission,37.75683,-122.40373,Entire home/apt,140,30,22,2019-05-25,0.31,1,365
2657854,HISTORIC NORTH BEACH VIEW STUDIO,1642684,Tom,,North Beach,37.80185,-122.40413,Entire home/apt,110,30,8,2021-05-01,0.10,1,256
2658295,The Donatello Hotel (Union Square),13309461,Tara,,Downtown/Civic Center,37.78907,-122.40965,Private room,250,1,20,2021-07-09,0.80,1,123
2677273,unique private getaway apartment,13707610,Roy And Patti,,Inner Richmond,37.78612,-122.47743,Entire home/apt,186,2,162,2021-06-28,1.91,1,299
2677288,"Edwardian flat, heart of the Castro",11233014,James,,Castro/Upper Market,37.76176,-122.43248,Private room,99,1,365,2020-02-16,4.37,1,215
2683409,"Big, Bright & Central 2BR! GGP, GGB & Lands End!",3393526,Vaughn,,Outer Richmond,37.77548,-122.48803,Entire home/apt,300,2,54,2021-03-29,0.64,2,5
2683857,Lovely S.F. Home Perfect for Family,224012,Karyn,,Outer Richmond,37.77577,-122.49306,Entire home/apt,265,4,34,2021-07-01,0.47,1,0
2694526,Beach Retreat @Golden Gate Park,10829039,Viviane,,Golden Gate Park,37.77353,-122.45986,Private room,174,2,196,2021-06-29,2.41,4,331
2702606,Murphy bed in startup office,13830783,David,,South of Market,37.7766,-122.39674,Entire home/apt,194,30,0,,,1,0
2709883,Rebbeca Lane SF CA,10043430,Nancy,,Bayview,37.73799,-122.38184,Private room,55,31,0,,,1,83
2710372,Spacious 2bd w/ Work Space in Cow Hollow (Union),13832870,International,,Pacific Heights,37.79559,-122.43778,Entire home/apt,192,30,12,2020-11-01,0.19,19,298
2736358,Garden Retreat steps from Haight St,8638224,Sara,,Haight Ashbury,37.76791,-122.44643,Entire home/apt,191,2,346,2021-07-16,4.74,1,244
2738331,1 bdrm Haight Ashbury apt w/ garden 30 to 90 days,14011603,Flip,,Haight Ashbury,37.76841,-122.45009,Entire home/apt,79,30,131,2021-05-31,1.69,1,259
2739477,Home in the Castro,1783772,Brian,,Castro/Upper Market,37.7563,-122.43416,Entire home/apt,579,3,196,2021-07-03,2.32,1,25
2747383,Beach House,12449463,Brian,,Outer Sunset,37.7587,-122.50819,Entire home/apt,364,2,171,2021-07-27,2.01,1,282
2771688,2BR Central Mission Quiet Street by BART/24TH,14168367,Marc,,Mission,37.75079,-122.41825,Entire home/apt,105,30,144,2021-05-29,1.67,1,152
2783251,Russian Hill/ North Beach Garden Apartment,14235899,Ellen B,,Russian Hill,37.80232,-122.41871,Entire home/apt,121,5,285,2021-07-23,3.32,2,0
2783665,Beautiful Hilltop Home with View,1031577,Mark And Sarah,,Potrero Hill,37.75831,-122.3958,Entire home/apt,200,30,1,2018-11-10,0.03,3,294
2784888,Quiet One-Bedroom with Garden View,14245663,Daniel,,Castro/Upper Market,37.76215,-122.44273,Entire home/apt,99,30,0,,,1,173
2790637,"Modern Apt, Downtown/Baybridge view,BBQ, Easy park",14273047,Dai,,Potrero Hill,37.75907,-122.40178,Entire home/apt,357,5,55,2021-06-04,1.38,2,307
2802418,Comfortable room,13923854,Gina,,Outer Richmond,37.7751,-122.50099,Private room,104,2,308,2021-07-19,3.53,1,352
2804417,Luxury Penthouse South Beach / SoMa Condo with Gym,9113472,Michael,,South of Market,37.77947,-122.3971,Entire home/apt,200,30,18,2020-07-31,0.23,2,215
2823227,"Sunny, Artsy Mission Retreat",14442698,Lee,,Mission,37.75376,-122.40831,Entire home/apt,339,30,36,2019-08-17,0.57,1,0
2824612,Central & Walkable: GREAT LOCATION!,14450011,Carolyn,,Castro/Upper Market,37.76684,-122.43096,Entire home/apt,275,31,1,2019-12-20,0.05,1,0
2825966,Cole Central Studio!,3071306,Joyce,,Haight Ashbury,37.76342,-122.4483,Entire home/apt,170,30,87,2019-04-28,1.19,1,119
2925557,Newly Remodeled Victorian Beauty,2475480,Arthur,,Western Addition,37.77302,-122.43647,Entire home/apt,300,30,52,2017-07-16,0.62,5,215
2926901,Lovely Union Sq. Timeshare/Hotel,6346492,Dana,,Downtown/Civic Center,37.78849,-122.40916,Private room,179,2,44,2017-01-24,0.76,29,0
2927781,"great modern space, great location!",4562696,Charles & René,,Mission,37.76797,-122.41918,Private room,189,2,179,2021-07-19,3.02,2,333
2933899,Nice SF Hotel/Timeshare (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78839,-122.40902,Private room,180,1,24,2016-08-10,0.28,29,0
2935400,Furnished Studio Short-Term FiDi Garden View,9965793,The Twist,,Nob Hill,37.79102,-122.40921,Entire home/apt,97,30,7,2018-02-15,0.18,8,168
2937902,Stellar Hotel/Timeshare (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78724,-122.40931,Private room,180,1,18,2016-08-16,0.30,29,0
2939849,Sublet in a great neighborhood!,3379945,Elena,,Castro/Upper Market,37.75953,-122.44035,Private room,89,30,20,2020-05-01,0.45,3,215
2943327,Outstanding Hotel/TS (Union Square),6346492,Dana,,Downtown/Civic Center,37.7888,-122.40988,Private room,197,1,19,2016-09-21,0.28,29,0
2949071,2 BR  Ground-Level Apt w/ Garden,15054557,Matt,,Inner Richmond,37.78671,-122.47273,Entire home/apt,153,30,7,2021-07-05,0.08,1,230
2950592,3 Bed/2 Bath Serene Home with Parking,243725,Alex,,Twin Peaks,37.75255,-122.45248,Entire home/apt,463,4,37,2019-12-14,1.01,1,0
2959323,Fantastic Hotel/TS (Union Square),6346492,Dana,,Downtown/Civic Center,37.78672,-122.41123,Private room,180,1,10,2017-10-25,0.11,29,0
2960229,Excellent Hotel/TS (Union Square),6346492,Dana,,Downtown/Civic Center,37.78854,-122.41114,Private room,200,1,24,2017-10-16,0.34,29,0
2965433,"Center North Beach w/stunning views, stylish decor",15068891,Sharon,,Russian Hill,37.79887,-122.41086,Entire home/apt,350,5,68,2021-07-31,0.88,1,102
2968738,"City Views, Rejuvenation & Easy Parking at a Stylish Oasis",140461,Joshua,,Twin Peaks,37.75749,-122.44431,Entire home/apt,364,2,101,2021-07-31,1.27,2,69
2970253,Hillside Bernal Apartment w/ Easy Street Parking,3400909,Brett,,Bernal Heights,37.74369,-122.4088,Entire home/apt,99,30,7,2020-09-01,0.18,1,0
2980184,At Home in the Sunset,699508,Fred,,Outer Sunset,37.75369,-122.47782,Entire home/apt,250,30,5,2016-07-22,0.08,1,359
2980416,Furnished Bright Room Upstairs - Single Occupency,4191595,Laura & Larry,,Bernal Heights,37.73281,-122.42668,Private room,39,30,16,2021-05-31,0.27,5,92
3013427,San Francisco: City of Love,15357373,Ding,,Western Addition,37.77727,-122.44638,Private room,143,30,70,2020-09-19,0.89,4,89
3015450,"Quite, private entrance, street  parking/breakfast",10374153,Inna,,Lakeshore,37.73343,-122.48879,Private room,73,2,223,2020-02-25,3.52,1,326
3028924,Private room & private bath in a charming SF home,431215,Rahul,,Mission,37.76556,-122.40969,Private room,109,3,28,2018-09-28,0.57,1,0
3030653,Cozy Mission Studio,15436573,Lindsay,,Mission,37.76644,-122.42202,Entire home/apt,145,2,498,2021-06-24,6.75,1,43
3042811,Quaint 1-BR Victorian in Lower Haight/Hayes Valley,9708248,Andy,,Western Addition,37.77305,-122.4269,Entire home/apt,220,4,38,2021-07-04,0.79,1,0
3068285,Fully Private Remodeled Sleek Studio in SOMA,13832870,International,,Financial District,37.78376,-122.39998,Entire home/apt,86,30,2,2021-05-24,0.08,19,137
3073038,Bright Castro Room: Great Location,2259758,Catherine & Micki,,Castro/Upper Market,37.75809,-122.44163,Private room,145,3,88,2019-08-20,1.03,1,78
3079929,Centrally Located Two Bedroom Victorian Smart Home,15673074,Brian,,Mission,37.76919,-122.42515,Entire home/apt,490,2,47,2021-07-26,0.92,2,36
3081324,"Spacious, Vibrant Top Floor Home Filled with Art",15679486,Carrie,,Glen Park,37.73389,-122.4324,Entire home/apt,448,3,151,2021-07-18,3.00,1,223
3081560,"Spacious, modern, Victorian Suite",15680647,Amy,,Mission,37.75394,-122.42226,Private room,165,2,201,2020-03-09,5.06,1,258
3093070,2BR Suite & Magical Garden. Stunning Views & Tub!,3608449,Jeannie (And Skate),,Bernal Heights,37.74356,-122.4094,Private room,322,2,36,2021-07-27,0.73,3,316
3093543,Studio with own entrance and garden views.,15732960,Massimo & Mary,,Presidio,37.80954,-122.4767,Private room,120,30,249,2020-01-19,2.96,1,362
3105361,Beautiful Condo in the Heart of SF,15396421,Breedeen,,Noe Valley,37.75039,-122.43084,Entire home/apt,282,3,52,2020-01-03,0.71,1,0
3105998,Stay in a historic apt in the heart of the Mission,1456262,Justin,,Mission,37.75127,-122.41377,Entire home/apt,246,3,27,2021-07-05,0.32,2,0
3112427,Star Studio in the Outer Sunset,15816020,Christina & Matthew,,Outer Sunset,37.75723,-122.50596,Entire home/apt,125,2,227,2021-07-30,2.68,1,219
3115424,Sunny Apartment in Hayes Valley,5376811,Emily,,Western Addition,37.78052,-122.42568,Entire home/apt,150,30,15,2019-10-31,0.17,1,295
3116428,Sunny/stylish/central/quiet SF 2BR,2436652,Krzysztof,,Castro/Upper Market,37.76834,-122.43757,Entire home/apt,210,4,22,2019-01-10,0.25,1,0
3116974,Amazing Location with Breathtaking Bay Views,1445283,Carrie,,Russian Hill,37.79825,-122.41366,Entire home/apt,167,30,118,2021-07-31,1.37,1,156
3122882,Friendly Inviting Room in NOPA,10354038,Kara,,Haight Ashbury,37.77493,-122.44547,Private room,140,2,164,2021-07-29,1.92,1,151
3123536,Charming & peaceful home with garden and views,183023205,Jill,,Bernal Heights,37.7448,-122.4081,Entire home/apt,185,2,135,2020-12-16,1.79,1,0
3124541,Super Clean Bedroom & Bath Suite w/ Private Entry,694440,Yuca,,Castro/Upper Market,37.76448,-122.44312,Private room,147,2,351,2021-07-23,4.27,2,222
3133266,Stylish Apartment near Historic Haight Ashbury,837274,Tina And Jay,,Haight Ashbury,37.76732,-122.44858,Entire home/apt,270,30,66,2021-07-29,0.80,2,273
3140113,Chic family home- Awesome family vacation backyard,15402542,Jeni,,Outer Mission,37.72889,-122.44466,Entire home/apt,295,2,4,2021-06-27,0.13,1,9
3157463,Stylish Edwardian Family Home,3924145,Deborah,,Outer Richmond,37.78661,-122.48157,Entire home/apt,400,7,21,2020-01-04,0.25,1,309
3175769,3BR/2BA Luxury Condo w/Great Views!,16103943,Jeff,,Marina,37.79712,-122.44556,Entire home/apt,375,30,6,2021-06-15,0.07,1,335
3176619,Luxe Apartment in Victorian Home with Rooftop Deck,16108021,Kiki,,Russian Hill,37.80018,-122.41467,Entire home/apt,750,7,21,2020-11-20,0.28,1,339
3183280,Spacious double story modern loft with city view,16139391,Aruna,,South of Market,37.77829,-122.39674,Entire home/apt,350,30,37,2021-04-18,0.57,1,58
3200431,City of San Francisco: City of Love,15357373,Ding,,Western Addition,37.77813,-122.44576,Private room,400,30,14,2018-05-20,0.29,4,364
3205059,Modern suite with private entrance,417666,Vera,,Potrero Hill,37.76054,-122.39221,Entire home/apt,75,30,110,2021-07-14,1.30,2,61
3218306,Modern Room near Castro with Views,140461,Joshua,,Castro/Upper Market,37.75941,-122.44399,Private room,179,2,222,2021-06-19,2.65,2,4
3221082,Garden Apartment in Sunny Glen Park,3151325,Andrea,,Outer Mission,37.73172,-122.44108,Entire home/apt,280,2,80,2019-04-13,1.29,2,259
3225725,3 Room PENTHOUSE Views SHARED BATH,13815355,Nica,,Potrero Hill,37.75539,-122.40101,Entire home/apt,99,30,13,2020-12-07,0.15,3,229
3230459,Garden Studio Apartment,16402896,Alison,,Noe Valley,37.74248,-122.4251,Private room,85,2,174,2021-07-12,3.60,1,314
3240016,Great Duboce Park Garden Apartment (Downstairs),13973946,Sandra,,Haight Ashbury,37.77017,-122.43852,Entire home/apt,95,30,174,2021-07-09,2.03,1,322
3246879,Brand New 1 Bedroom in Hayes Valley,1257432,Rebecca,,Castro/Upper Market,37.76896,-122.42769,Entire home/apt,110,30,2,2020-01-13,0.08,22,216
3250833,Waterfront Luxury Suite at Ghirardelli Square,16443439,Joy,,Russian Hill,37.80423,-122.42414,Private room,1000,1,0,,,1,198
3256704,"Contemporary Flair, Castro, Noe",16149825,Patricia,,Castro/Upper Market,37.75813,-122.43824,Entire home/apt,199,30,21,2021-05-23,0.25,1,333
3257886,Golden Gate Park & Beach Getaway!,15336469,Kathy And Matt,,Outer Sunset,37.76359,-122.49762,Entire home/apt,200,1,561,2021-07-31,6.78,1,227
3257979,private room with private bath,16476062,Robert,,West of Twin Peaks,37.7475,-122.46826,Private room,38,2,266,2020-04-01,3.93,1,184
3263219,Sunny Bernal home w/ deck + garden,4346065,Greg,,Bernal Heights,37.73639,-122.42036,Entire home/apt,248,4,37,2021-07-25,0.98,2,2
3271517,Private guest suite and bathroom,16388308,Cort,,Western Addition,37.77161,-122.43128,Private room,125,3,228,2020-03-02,2.66,1,0
3290739,"Queen Bdrm w/ Pvt Bath, near Marina Cow Hollow",930744,Alison,,Marina,37.79812,-122.43654,Private room,143,1,353,2020-03-09,4.21,3,72
3311711,Mission Bedroom w/ Private bath,16722899,Rye,,Mission,37.7673,-122.41764,Private room,104,3,419,2021-07-08,5.02,1,60
3319159,-Sunny Castro Flat.,9632192,Lynn,,Castro/Upper Market,37.76528,-122.42953,Entire home/apt,95,30,30,2021-07-31,0.39,12,334
3319447,"Private, cozy garden unit near GG Park/UCSF",5034081,Anna,,Golden Gate Park,37.76712,-122.45628,Entire home/apt,177,2,266,2021-07-31,3.21,1,295
3325741,***Sparkling Clean***  Spacious Private Suite,6777297,Robert And Juan Carlos,,Noe Valley,37.75575,-122.44029,Private room,119,1,584,2021-08-01,9.67,1,58
3326640,Sunny 2.5-bedroom near Valencia,5929484,Wisam,,Mission,37.75092,-122.42321,Entire home/apt,200,14,4,2014-08-10,0.05,3,0
3333870,Cole Valley Smart and Stylish En Suite,16831526,Nancy,,Haight Ashbury,37.76395,-122.44767,Private room,154,3,208,2021-07-22,2.97,1,286
3343629,Collingwood Surprise,127367,Annette,,Castro/Upper Market,37.75753,-122.43687,Entire home/apt,217,30,5,2018-10-31,0.07,14,365
3377936,Book and Save Fabulous in the Mission Accepting Offers.,17041128,Michelle,,Mission,37.7494,-122.4097,Entire home/apt,155,30,30,2020-01-26,0.46,1,0
3384413,Heart of the Mission - Modern 2BD,17074573,Sarah,,Mission,37.7597,-122.41839,Entire home/apt,421,3,93,2021-07-19,2.82,1,28
3391368,Magic Mission Garden Studio,17110263,Kat,,Potrero Hill,37.75305,-122.40293,Entire home/apt,149,4,146,2021-07-20,1.74,1,74
3394127,1BR South Beach Condo,9218081,Andrew,,Financial District,37.79393,-122.39426,Entire home/apt,110,30,73,2021-03-20,0.98,1,3
3395051,"NOE VALLEY- SPECTACULAR VIEWS, PVT DECK & GARDEN",17109298,Francis,,Glen Park,37.74157,-122.43035,Entire home/apt,650,5,8,2019-11-22,0.11,1,0
3402610,1BR in the heart of San Francisco,71182743,Claudio,,Downtown/Civic Center,37.78631,-122.4155,Entire home/apt,120,3,150,2021-05-31,2.36,2,0
3415171,Charming 1bd in Prime North Beach,7425174,Mark,,North Beach,37.80193,-122.40634,Entire home/apt,75,30,86,2020-08-27,1.01,1,252
3416013,Amazing Views. Close to Chase Center & Mission Bay,6884446,Emily,,Bayview,37.74946,-122.39427,Private room,135,1,382,2021-07-24,4.60,2,83
3419211,"Exquisite 2-bdrm, top-floor flat in Mission",1916835,Jennifer,,Mission,37.75071,-122.42031,Entire home/apt,155,13,4,2019-07-03,0.05,1,246
3434710,DT VIEWS - Long Term 3 months to 1 year preferred,17309843,A,,Mission,37.75782,-122.41877,Entire home/apt,165,30,36,2020-11-14,3.56,1,335
3441517,Charming Bright Garden Studio,17343648,Judith,,West of Twin Peaks,37.7431,-122.45117,Entire home/apt,150,3,160,2020-02-17,3.40,1,289
3442439,Spacious Bernal Heights In-law with private entry.,17349647,Candace And Joshua,,Bernal Heights,37.73606,-122.42367,Entire home/apt,118,2,185,2020-03-07,4.70,1,0
3475515,Beautiful 2BR on Union St/Marina,13832870,International,,Pacific Heights,37.79608,-122.43571,Entire home/apt,172,30,4,2019-08-24,0.06,19,335
3476601,Pac Heights full 1 bd/1ba,13832870,International,,Pacific Heights,37.79094,-122.42746,Entire home/apt,117,30,2,2019-03-17,0.03,19,184
3482655,"Beautiful, Large Apt. Best Location in SF",14932001,Eli,,Mission,37.75739,-122.42488,Entire home/apt,185,30,41,2020-08-04,0.49,1,301
3509878,"2-3 Bed ""HISTORIC MODERN"" nr Valencia & Dolores Pk",4152942,Clara,,Mission,37.76048,-122.42223,Entire home/apt,129,30,19,2021-06-05,0.23,6,170
3512817,Room in Sunny Condo - Diamond Hts.,14766201,Tom,,Diamond Heights,37.746113,-122.443748,Private room,80,30,0,,,1,238
3519611,"Simply the City's Best Location, live like a local",17721826,Manuel R,,Marina,37.80141,-122.44118,Entire home/apt,595,4,33,2021-07-18,0.90,1,41
3520817,Luxurious Home With Expansive Views,13754306,Randy,,Castro/Upper Market,37.75651,-122.42785,Entire home/apt,864,30,40,2016-08-08,0.52,1,342
3522990,"Wonderful, Relaxing House with Sunny Garden",17742173,Nicola,,Potrero Hill,37.75479,-122.40041,Entire home/apt,425,1,40,2021-07-28,0.65,1,0
3532347,Spacious house like empire,13832870,International,,Pacific Heights,37.79014,-122.42912,Entire home/apt,315,30,2,2015-04-27,0.03,19,322
3563261,Charming Noe Valley Flat w/ Terrace,9699999,Will,,Noe Valley,37.75333,-122.42661,Entire home/apt,110,30,61,2021-05-03,0.90,1,307
3569985,"Top Floor View, Fully Furnished SF 3 BDR",330231,Richard,,Bernal Heights,37.74234,-122.42355,Entire home/apt,160,30,1,2014-07-28,0.01,9,307
